point.name,species,abundance,position,presence,point.no,canopy.type,distance.class,season,host.habit,host.abundance,flowering.tree,host.presence,total_flowers
IPT_TEC_1,Banded Blue Pierrot,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Black Prince,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Blue Admiral,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Blue Mormon,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Blue Pansy,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Brown King Crow,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Bush Hopper,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Chestnut-streaked Sailer,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Chestnut Bob,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Chocolate Albatross,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Chocolate Pansy,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Clipper,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Albatross,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Bushbrown,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Castor,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Cerulean,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Crow,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Dart,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Emigrant,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Evening Brown,1,Ground,1,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Fivering,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Fourring,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Hedge Blue,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Jay,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Jezebel,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Lascar,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Line Blue,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Map,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Mormon,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Rose,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Sailer,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Small Flat,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Common Treebrown,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Contiguous Swift,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Danaid Eggfly,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Dark Cerulean,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Dark Evening Brown,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Dark Palm-Dart,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Dusky Partwing,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Evening Brown Sp,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Gladeye Bushbrown,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Glassy Tiger,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Great Eggfly,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Great Orange Tip,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Grey Count,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Karwar Swift,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Lemon Pansy,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Lesser Gull,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Malabar banded Peacock,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Malabar Raven,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Malabar Tree Nymph,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Metallic Cerulean,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Nilgiri Tiger,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Opaque Six-lineblue,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Palni Dart,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Paris Peacock,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Plum Judy,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Psyche,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Pygmy Scrub Hopper,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Quaker,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Red-disc Bushbrown,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Red Helen,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Rustic ,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Sahyadri Cabbage White,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Sahyadri Plain Puffin,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Smaller Dartlet,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Smooth-eyed Bushbrown,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Southern Birdwing,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Striped Tiger,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Tailed Jay,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Tamil Treebrown,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Tamil Yeoman,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Tiny Grass Blue,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Transparent Six-line Blue,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,White-Bar Bushbrown,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,White Fourring,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Yamfly,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_1,Zebra Blue,0,NA,0,1,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Banded Blue Pierrot,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Black Prince,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Blue Admiral,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Blue Mormon,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Blue Pansy,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Brown King Crow,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Bush Hopper,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Chestnut-streaked Sailer,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Chestnut Bob,0,NA,0,14,Closed,Edge,Early Season,Herb,10,0,1,0
IPT_TEC_14,Chocolate Albatross,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Chocolate Pansy,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Clipper,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Common Albatross,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Common Bushbrown,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Common Castor,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Common Cerulean,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Common Crow,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Common Dart,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Common Emigrant,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Common Evening Brown,0,NA,0,14,Closed,Edge,Early Season,Herb,10,0,1,0
IPT_TEC_14,Common Fivering,0,NA,0,14,Closed,Edge,Early Season,Herb,10,0,1,0
IPT_TEC_14,Common Fourring,0,NA,0,14,Closed,Edge,Early Season,Herb,10,0,1,0
IPT_TEC_14,Common Hedge Blue,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Common Jay,0,NA,0,14,Closed,Edge,Early Season,Tree,1,0,1,0
IPT_TEC_14,Common Jezebel,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Common Lascar,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Common Line Blue,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Common Map,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Common Mormon,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Common Rose,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Common Sailer,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Common Small Flat,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Common Treebrown,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Contiguous Swift,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Danaid Eggfly,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Dark Cerulean,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Dark Evening Brown,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Dark Palm-Dart,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Dusky Partwing,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Evening Brown Sp,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Gladeye Bushbrown,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Glassy Tiger,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Great Eggfly,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Great Orange Tip,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Grey Count,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Karwar Swift,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Lemon Pansy,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Lesser Gull,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Malabar banded Peacock,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Malabar Raven,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Malabar Tree Nymph,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Metallic Cerulean,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Nilgiri Tiger,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Opaque Six-lineblue,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Palni Dart,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Paris Peacock,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Plum Judy,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Psyche,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Pygmy Scrub Hopper,0,NA,0,14,Closed,Edge,Early Season,Herb,10,0,1,0
IPT_TEC_14,Quaker,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Red-disc Bushbrown,0,NA,0,14,Closed,Edge,Early Season,Herb,8,0,1,0
IPT_TEC_14,Red Helen,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Rustic ,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Sahyadri Cabbage White,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Sahyadri Plain Puffin,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Smaller Dartlet,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Smooth-eyed Bushbrown,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Southern Birdwing,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Striped Tiger,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_14,Tailed Jay,0,NA,0,14,Closed,Edge,Early Season,Tree,1,0,1,168
IPT_TEC_14,Tamil Treebrown,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Tamil Yeoman,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
